scope,runs,id,title_ua,title_en,competition,count,frequency,frequency_percent
competition:league|formation:3-5-2|mode:hardcore,10000,93,Це нормально,This Is Fine,League,2,0.0002,0.02
competition:league|formation:3-5-2|mode:hardcore,10000,94,Кийов і Львов не указ Ужгородови,Kyiv and Lviv Don’t Rule Uzhorod,Both,362,0.0362,3.62
competition:league|formation:3-5-2|mode:hardcore,10000,95,Албанська мафія,"Ti Shqipëri, më jep nder",Both,4,0.0004,0.04
formation:5-3-2,40000,1,Кєнти,Kents,Both,0,0,0
formation:5-3-2,40000,2,Файне місто,Faine Misto,Both,186,0.00465,0.46499999999999997
formation:5-3-2,40000,3,Третя сила,The Third Force,Both,54,0.00135,0.135
formation:5-3-2,40000,4,Мрія Луческу,Lucescu’s Dream,Both,0,0,0
formation:5-3-2,40000,5,Іноземний легіон,Foreign Legion,Both,0,0,0
formation:5-3-2,40000,6,Слава Україні!,Slava Ukraini!,Both,4422,0.11055,11.055
formation:5-3-2,40000,7,Донбас порожняк не гонить,Donbas Delivers,Both,6,0.00015,0.015
formation:5-3-2,40000,8,Крим — це Україна!,Crimea Is Ukraine!,Both,444,0.0111,1.11
formation:5-3-2,40000,9,Кубок Львову!,Cup to Lviv!,Cup,34,0.00085,0.08499999999999999
formation:5-3-2,40000,10,Зрада,Zrada,Both,21230,0.53075,53.075
formation:5-3-2,40000,11,За Вами виїхала СБУ,SBU Is Coming for You,Both,6268,0.1567,15.67
formation:5-3-2,40000,12,Перед каждою ігрою!..,Before Every Game!..,League,3822,0.09555,9.555
formation:5-3-2,40000,13,"Здається, Бог наказує нас за щось","Apparently, God Punishes Us",Both,10952,0.2738,27.38
formation:5-3-2,40000,14,Перші назавжди,First Forever,League,2,0.00005,0.005
formation:5-3-2,40000,15,Весна 1999,Spring 1999,Both,4,0.0001,0.01
formation:5-3-2,40000,16,Стамбул 2009,Istanbul 2009,Cup,2,0.00005,0.005
formation:5-3-2,40000,17,Варшава 2015,Warsaw 2015,Cup,0,0,0
formation:5-3-2,40000,18,Ударна пара,Strike Partnership,Both,0,0,0
formation:5-3-2,40000,19,Золотий м’яч,Ballon d’Or,Both,0,0,0
formation:5-3-2,40000,20,СаШо,SaSho,Cup,12,0.0003,0.03
formation:5-3-2,40000,21,Німеччина 2006,Germany 2006,Both,0,0,0
formation:5-3-2,40000,22,Перший Кубок,The First Cup,Cup,0,0,0
formation:5-3-2,40000,23,Непереможні,Invincibles,League,0,0,0
formation:5-3-2,40000,24,Безкомпромісні,No Compromises,League,4,0.0001,0.01
formation:5-3-2,40000,25,Ідеально збалансовано,Perfectly Balanced,League,296,0.0074,0.74
formation:5-3-2,40000,26,Потужно,Powerful Stuff,League,0,0,0
formation:5-3-2,40000,27,Сухий закон,Prohibition,Both,2,0.00005,0.005
formation:5-3-2,40000,28,На класі,Pure Class,Cup,10,0.00025,0.025
formation:5-3-2,40000,29,Нерви зі сталі,Nerves of Steel,Cup,20,0.0005,0.05
formation:5-3-2,40000,30,Завдання провалено успішно,Task Failed Successfully,Cup,0,0,0
formation:5-3-2,40000,31,Я так бачу,Trust My Eyes,Both,85,0.002125,0.21250000000000002
formation:5-3-2,40000,32,Монобільшість,Single-Party Majority,Both,0,0,0
formation:5-3-2,40000,33,Коаліція,Coalition,Both,8196,0.2049,20.49
formation:5-3-2,40000,34,Три мушкетери,The Three Musketeers,Both,0,0,0
formation:5-3-2,40000,35,Автобус припарковано,Bus Parked,Both,30,0.00075,0.075
formation:5-3-2,40000,36,"Гдє «Дінамо», гдє?",Where TF “Dynamo” at?,Both,2,0.00005,0.005
formation:5-3-2,40000,37,На благо города і всєх харьковчан,For the Good of Kharkiv and All of the Citizens,Both,2,0.00005,0.005
formation:5-3-2,40000,38,Ящик горілки,A Crate of Vodka,Both,76,0.0019,0.19
formation:5-3-2,40000,39,Полтавська битва,Battle of Poltava,Cup,10,0.00025,0.025
formation:5-3-2,40000,40,Дніпровський тандем,Dnipro Tandem,Both,4,0.0001,0.01
formation:5-3-2,40000,41,Серце «Шахтаря»,Heart of Shakhtar,Both,0,0,0
formation:5-3-2,40000,42,Бразильський трикутник,Brazilian Triangle,Both,0,0,0
formation:5-3-2,40000,43,Слава нації,"Good Evening, We Are from Ukraine",Both,7,0.000175,0.017499999999999998
formation:5-3-2,40000,44,ООН,United Nations,Both,18,0.00045,0.045
formation:5-3-2,40000,45,Балканський експрес,Balkan Express,Both,0,0,0
formation:5-3-2,40000,46,Латиноамериканський квартал,Latin Quarter,Both,2,0.00005,0.005
formation:5-3-2,40000,47,Різні епохи. Один склад.,Different Eras. One Squad.,Both,8518,0.21295,21.295
formation:5-3-2,40000,48,Жити по-новому,Living a New Way,Both,2332,0.0583,5.83
formation:5-3-2,40000,49,Назад у 90-ті,Back to the ’90s,Both,326,0.00815,0.815
formation:5-3-2,40000,50,Пропало все. Господи допоможи,Everything Is Lost. God Save Us All,League,2,0.00005,0.005
formation:5-3-2,40000,51,Нічия влаштовує,A Draw Will Do,League,88,0.0022,0.22
formation:5-3-2,40000,52,"Маємо те, що маємо",It Is What It Is,League,580,0.0145,1.4500000000000002
formation:5-3-2,40000,53,На тоненького,By a Thread,League,0,0,0
formation:5-3-2,40000,54,Бавовна,Bavovna,League,0,0,0
formation:5-3-2,40000,55,Захист для слабаків,Defense Optional,League,12,0.0003,0.03
formation:5-3-2,40000,56,Лото «Забава»,The Lottery,Cup,24,0.0006,0.06
formation:5-3-2,40000,57,На 120-й,In the 120th,Cup,2,0.00005,0.005
formation:5-3-2,40000,58,"Пливли-пливли, а на березі...",Ch-ch-ch-choke Me!,Cup,240,0.006,0.6
formation:5-3-2,40000,59,"I Am from Bosnia, Take Me to America","I Am from Bosnia, Take Me to America",Both,92,0.0023,0.22999999999999998
formation:5-3-2,40000,60,На мінімалках,Bare Minimum,Cup,8,0.0002,0.02
formation:5-3-2,40000,61,Динамівські серця,Hearts of “Dynamo”,Both,6,0.00015,0.015
formation:5-3-2,40000,62,Фінал 2006,Final 2006,Cup,2,0.00005,0.005
formation:5-3-2,40000,63,Легенда «Барселони»,Barcelona’s Legend,Both,134,0.00335,0.335
formation:5-3-2,40000,64,Промислова революція,Industrial Revolution,Both,1066,0.02665,2.665
formation:5-3-2,40000,65,Два крила,Two Wings,Both,0,0,0
formation:5-3-2,40000,66,Крізь роки,Through the Years,Both,14,0.00035,0.034999999999999996
formation:5-3-2,40000,67,Кобзарі,The Kobzars,Both,0,0,0
formation:5-3-2,40000,68,Акт Злуки,Act of Unity,Both,4226,0.10565,10.565
formation:5-3-2,40000,69,Кордони 1991,Borders of 1991,Both,60,0.0015,0.15
formation:5-3-2,40000,70,Львівське метро,Lviv Metro,Both,296,0.0074,0.74
formation:5-3-2,40000,71,Котлета по-київськи,Chicken Kyiv,Both,154,0.00385,0.385
formation:5-3-2,40000,72,Кубок світу,World Cup,Both,0,0,0
formation:5-3-2,40000,73,Кубок Африки,Africa Cup,Both,0,0,0
formation:5-3-2,40000,74,День бабака,Groundhog Day,Cup,192,0.0048,0.48
formation:5-3-2,40000,75,Стара школа,Old School,Both,0,0,0
formation:5-3-2,40000,76,Так!,Yes!,Both,2038,0.05095,5.095000000000001
formation:5-3-2,40000,77,Покращення вже сьогодні,A Better Life Today,Both,3892,0.0973,9.73
formation:5-3-2,40000,78,Опорник із Запоріжжя,CDM from Zaporizhzhia,Both,370,0.00925,0.9249999999999999
formation:5-3-2,40000,79,Мужики,The Lads,Both,210,0.00525,0.525
formation:5-3-2,40000,80,Бойся Бога і пацанов с Крівова Рога,Fear God and Chaps from Kryvyi Rih,Both,288,0.0072,0.72
formation:5-3-2,40000,81,Олександрійське диво,Oleksandriya Miracle,Both,34,0.00085,0.08499999999999999
formation:5-3-2,40000,82,Ковалівка в Європі,Kovalivka in Europe,Both,52,0.0013,0.13
formation:5-3-2,40000,83,Потримай моє пиво,Hold My Beer,Both,132,0.0033,0.33
formation:5-3-2,40000,84,Українське класичне,Ukrainian Clásico,Both,138,0.00345,0.345
formation:5-3-2,40000,85,"Ми всі різні, але ми українці",United Ukraine,Both,948,0.0237,2.37
formation:5-3-2,40000,86,Міміно,Mimino,Both,12,0.0003,0.03
formation:5-3-2,40000,87,Суперорли,Super Eagles,Both,0,0,0
formation:5-3-2,40000,88,Лінія Мажино,Maginot Line,Both,0,0,0
formation:5-3-2,40000,89,П’ять пальців,Five Fingers,Both,30570,0.76425,76.425
formation:5-3-2,40000,90,П’ятий елемент,The Fifth Element,Both,0,0,0
formation:5-3-2,40000,91,Тризуб,Tryzub,Both,0,0,0
formation:5-3-2,40000,92,Дуплет,Double Tap,Both,960,0.024,2.4
formation:5-3-2,40000,93,Це нормально,This Is Fine,League,8,0.0002,0.02
formation:5-3-2,40000,94,Кийов і Львов не указ Ужгородови,Kyiv and Lviv Don’t Rule Uzhorod,Both,1378,0.03445,3.4450000000000003
formation:5-3-2,40000,95,Албанська мафія,"Ti Shqipëri, më jep nder",Both,6,0.00015,0.015
competition:league|formation:5-3-2|mode:normal,10000,1,Кєнти,Kents,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,2,Файне місто,Faine Misto,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,3,Третя сила,The Third Force,Both,8,0.0008,0.08
competition:league|formation:5-3-2|mode:normal,10000,4,Мрія Луческу,Lucescu’s Dream,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,5,Іноземний легіон,Foreign Legion,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,6,Слава Україні!,Slava Ukraini!,Both,976,0.0976,9.76
competition:league|formation:5-3-2|mode:normal,10000,7,Донбас порожняк не гонить,Donbas Delivers,Both,3,0.0003,0.03
competition:league|formation:5-3-2|mode:normal,10000,8,Крим — це Україна!,Crimea Is Ukraine!,Both,111,0.0111,1.11
competition:league|formation:5-3-2|mode:normal,10000,9,Кубок Львову!,Cup to Lviv!,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,10,Зрада,Zrada,Both,5044,0.5044,50.44
competition:league|formation:5-3-2|mode:normal,10000,11,За Вами виїхала СБУ,SBU Is Coming for You,Both,1425,0.1425,14.249999999999998
competition:league|formation:5-3-2|mode:normal,10000,12,Перед каждою ігрою!..,Before Every Game!..,League,1911,0.1911,19.11
competition:league|formation:5-3-2|mode:normal,10000,13,"Здається, Бог наказує нас за щось","Apparently, God Punishes Us",Both,1793,0.1793,17.93
competition:league|formation:5-3-2|mode:normal,10000,14,Перші назавжди,First Forever,League,1,0.0001,0.01
competition:league|formation:5-3-2|mode:normal,10000,15,Весна 1999,Spring 1999,Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:normal,10000,16,Стамбул 2009,Istanbul 2009,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,17,Варшава 2015,Warsaw 2015,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,18,Ударна пара,Strike Partnership,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,19,Золотий м’яч,Ballon d’Or,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,20,СаШо,SaSho,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,21,Німеччина 2006,Germany 2006,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,22,Перший Кубок,The First Cup,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,23,Непереможні,Invincibles,League,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,24,Безкомпромісні,No Compromises,League,2,0.0002,0.02
competition:league|formation:5-3-2|mode:normal,10000,25,Ідеально збалансовано,Perfectly Balanced,League,148,0.0148,1.48
competition:league|formation:5-3-2|mode:normal,10000,26,Потужно,Powerful Stuff,League,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,27,Сухий закон,Prohibition,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,28,На класі,Pure Class,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,29,Нерви зі сталі,Nerves of Steel,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,30,Завдання провалено успішно,Task Failed Successfully,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,31,Я так бачу,Trust My Eyes,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,32,Монобільшість,Single-Party Majority,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,33,Коаліція,Coalition,Both,1815,0.1815,18.15
competition:league|formation:5-3-2|mode:normal,10000,34,Три мушкетери,The Three Musketeers,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,35,Автобус припарковано,Bus Parked,Both,3,0.0003,0.03
competition:league|formation:5-3-2|mode:normal,10000,36,"Гдє «Дінамо», гдє?",Where TF “Dynamo” at?,Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:normal,10000,37,На благо города і всєх харьковчан,For the Good of Kharkiv and All of the Citizens,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,38,Ящик горілки,A Crate of Vodka,Both,17,0.0017,0.16999999999999998
competition:league|formation:5-3-2|mode:normal,10000,39,Полтавська битва,Battle of Poltava,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,40,Дніпровський тандем,Dnipro Tandem,Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:normal,10000,41,Серце «Шахтаря»,Heart of Shakhtar,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,42,Бразильський трикутник,Brazilian Triangle,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,43,Слава нації,"Good Evening, We Are from Ukraine",Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,44,ООН,United Nations,Both,4,0.0004,0.04
competition:league|formation:5-3-2|mode:normal,10000,45,Балканський експрес,Balkan Express,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,46,Латиноамериканський квартал,Latin Quarter,Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:normal,10000,47,Різні епохи. Один склад.,Different Eras. One Squad.,Both,1087,0.1087,10.870000000000001
competition:league|formation:5-3-2|mode:normal,10000,48,Жити по-новому,Living a New Way,Both,859,0.0859,8.59
competition:league|formation:5-3-2|mode:normal,10000,49,Назад у 90-ті,Back to the ’90s,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,50,Пропало все. Господи допоможи,Everything Is Lost. God Save Us All,League,1,0.0001,0.01
competition:league|formation:5-3-2|mode:normal,10000,51,Нічия влаштовує,A Draw Will Do,League,44,0.0044,0.44
competition:league|formation:5-3-2|mode:normal,10000,52,"Маємо те, що маємо",It Is What It Is,League,290,0.029,2.9000000000000004
competition:league|formation:5-3-2|mode:normal,10000,53,На тоненького,By a Thread,League,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,54,Бавовна,Bavovna,League,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,55,Захист для слабаків,Defense Optional,League,6,0.0006,0.06
competition:league|formation:5-3-2|mode:normal,10000,56,Лото «Забава»,The Lottery,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,57,На 120-й,In the 120th,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,58,"Пливли-пливли, а на березі...",Ch-ch-ch-choke Me!,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,59,"I Am from Bosnia, Take Me to America","I Am from Bosnia, Take Me to America",Both,23,0.0023,0.22999999999999998
competition:league|formation:5-3-2|mode:normal,10000,60,На мінімалках,Bare Minimum,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,61,Динамівські серця,Hearts of “Dynamo”,Both,3,0.0003,0.03
competition:league|formation:5-3-2|mode:normal,10000,62,Фінал 2006,Final 2006,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,63,Легенда «Барселони»,Barcelona’s Legend,Both,34,0.0034,0.33999999999999997
competition:league|formation:5-3-2|mode:normal,10000,64,Промислова революція,Industrial Revolution,Both,312,0.0312,3.1199999999999997
competition:league|formation:5-3-2|mode:normal,10000,65,Два крила,Two Wings,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,66,Крізь роки,Through the Years,Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:normal,10000,67,Кобзарі,The Kobzars,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,68,Акт Злуки,Act of Unity,Both,1162,0.1162,11.62
competition:league|formation:5-3-2|mode:normal,10000,69,Кордони 1991,Borders of 1991,Both,11,0.0011,0.11
competition:league|formation:5-3-2|mode:normal,10000,70,Львівське метро,Lviv Metro,Both,83,0.0083,0.83
competition:league|formation:5-3-2|mode:normal,10000,71,Котлета по-київськи,Chicken Kyiv,Both,31,0.0031,0.31
competition:league|formation:5-3-2|mode:normal,10000,72,Кубок світу,World Cup,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,73,Кубок Африки,Africa Cup,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,74,День бабака,Groundhog Day,Cup,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,75,Стара школа,Old School,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,76,Так!,Yes!,Both,584,0.0584,5.84
competition:league|formation:5-3-2|mode:normal,10000,77,Покращення вже сьогодні,A Better Life Today,Both,1380,0.138,13.8
competition:league|formation:5-3-2|mode:normal,10000,78,Опорник із Запоріжжя,CDM from Zaporizhzhia,Both,97,0.0097,0.97
competition:league|formation:5-3-2|mode:normal,10000,79,Мужики,The Lads,Both,69,0.0069,0.69
competition:league|formation:5-3-2|mode:normal,10000,80,Бойся Бога і пацанов с Крівова Рога,Fear God and Chaps from Kryvyi Rih,Both,78,0.0078,0.7799999999999999
competition:league|formation:5-3-2|mode:normal,10000,81,Олександрійське диво,Oleksandriya Miracle,Both,17,0.0017,0.16999999999999998
competition:league|formation:5-3-2|mode:normal,10000,82,Ковалівка в Європі,Kovalivka in Europe,Both,15,0.0015,0.15
competition:league|formation:5-3-2|mode:normal,10000,83,Потримай моє пиво,Hold My Beer,Both,48,0.0048,0.48
competition:league|formation:5-3-2|mode:normal,10000,84,Українське класичне,Ukrainian Clásico,Both,45,0.0045,0.44999999999999996
competition:league|formation:5-3-2|mode:normal,10000,85,"Ми всі різні, але ми українці",United Ukraine,Both,200,0.02,2
competition:league|formation:5-3-2|mode:normal,10000,86,Міміно,Mimino,Both,3,0.0003,0.03
competition:league|formation:5-3-2|mode:normal,10000,87,Суперорли,Super Eagles,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,88,Лінія Мажино,Maginot Line,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,89,П’ять пальців,Five Fingers,Both,7475,0.7475,74.75
competition:league|formation:5-3-2|mode:normal,10000,90,П’ятий елемент,The Fifth Element,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,91,Тризуб,Tryzub,Both,0,0,0
competition:league|formation:5-3-2|mode:normal,10000,92,Дуплет,Double Tap,Both,309,0.0309,3.09
competition:league|formation:5-3-2|mode:normal,10000,93,Це нормально,This Is Fine,League,4,0.0004,0.04
competition:league|formation:5-3-2|mode:normal,10000,94,Кийов і Львов не указ Ужгородови,Kyiv and Lviv Don’t Rule Uzhorod,Both,361,0.0361,3.61
competition:league|formation:5-3-2|mode:normal,10000,95,Албанська мафія,"Ti Shqipëri, më jep nder",Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:hardcore,10000,1,Кєнти,Kents,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,2,Файне місто,Faine Misto,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,3,Третя сила,The Third Force,Both,8,0.0008,0.08
competition:league|formation:5-3-2|mode:hardcore,10000,4,Мрія Луческу,Lucescu’s Dream,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,5,Іноземний легіон,Foreign Legion,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,6,Слава Україні!,Slava Ukraini!,Both,976,0.0976,9.76
competition:league|formation:5-3-2|mode:hardcore,10000,7,Донбас порожняк не гонить,Donbas Delivers,Both,3,0.0003,0.03
competition:league|formation:5-3-2|mode:hardcore,10000,8,Крим — це Україна!,Crimea Is Ukraine!,Both,111,0.0111,1.11
competition:league|formation:5-3-2|mode:hardcore,10000,9,Кубок Львову!,Cup to Lviv!,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,10,Зрада,Zrada,Both,5044,0.5044,50.44
competition:league|formation:5-3-2|mode:hardcore,10000,11,За Вами виїхала СБУ,SBU Is Coming for You,Both,1425,0.1425,14.249999999999998
competition:league|formation:5-3-2|mode:hardcore,10000,12,Перед каждою ігрою!..,Before Every Game!..,League,1911,0.1911,19.11
competition:league|formation:5-3-2|mode:hardcore,10000,13,"Здається, Бог наказує нас за щось","Apparently, God Punishes Us",Both,1793,0.1793,17.93
competition:league|formation:5-3-2|mode:hardcore,10000,14,Перші назавжди,First Forever,League,1,0.0001,0.01
competition:league|formation:5-3-2|mode:hardcore,10000,15,Весна 1999,Spring 1999,Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:hardcore,10000,16,Стамбул 2009,Istanbul 2009,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,17,Варшава 2015,Warsaw 2015,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,18,Ударна пара,Strike Partnership,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,19,Золотий м’яч,Ballon d’Or,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,20,СаШо,SaSho,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,21,Німеччина 2006,Germany 2006,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,22,Перший Кубок,The First Cup,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,23,Непереможні,Invincibles,League,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,24,Безкомпромісні,No Compromises,League,2,0.0002,0.02
competition:league|formation:5-3-2|mode:hardcore,10000,25,Ідеально збалансовано,Perfectly Balanced,League,148,0.0148,1.48
competition:league|formation:5-3-2|mode:hardcore,10000,26,Потужно,Powerful Stuff,League,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,27,Сухий закон,Prohibition,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,28,На класі,Pure Class,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,29,Нерви зі сталі,Nerves of Steel,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,30,Завдання провалено успішно,Task Failed Successfully,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,31,Я так бачу,Trust My Eyes,Both,40,0.004,0.4
competition:league|formation:5-3-2|mode:hardcore,10000,32,Монобільшість,Single-Party Majority,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,33,Коаліція,Coalition,Both,1815,0.1815,18.15
competition:league|formation:5-3-2|mode:hardcore,10000,34,Три мушкетери,The Three Musketeers,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,35,Автобус припарковано,Bus Parked,Both,3,0.0003,0.03
competition:league|formation:5-3-2|mode:hardcore,10000,36,"Гдє «Дінамо», гдє?",Where TF “Dynamo” at?,Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:hardcore,10000,37,На благо города і всєх харьковчан,For the Good of Kharkiv and All of the Citizens,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,38,Ящик горілки,A Crate of Vodka,Both,17,0.0017,0.16999999999999998
competition:league|formation:5-3-2|mode:hardcore,10000,39,Полтавська битва,Battle of Poltava,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,40,Дніпровський тандем,Dnipro Tandem,Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:hardcore,10000,41,Серце «Шахтаря»,Heart of Shakhtar,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,42,Бразильський трикутник,Brazilian Triangle,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,43,Слава нації,"Good Evening, We Are from Ukraine",Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,44,ООН,United Nations,Both,4,0.0004,0.04
competition:league|formation:5-3-2|mode:hardcore,10000,45,Балканський експрес,Balkan Express,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,46,Латиноамериканський квартал,Latin Quarter,Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:hardcore,10000,47,Різні епохи. Один склад.,Different Eras. One Squad.,Both,1087,0.1087,10.870000000000001
competition:league|formation:5-3-2|mode:hardcore,10000,48,Жити по-новому,Living a New Way,Both,859,0.0859,8.59
competition:league|formation:5-3-2|mode:hardcore,10000,49,Назад у 90-ті,Back to the ’90s,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,50,Пропало все. Господи допоможи,Everything Is Lost. God Save Us All,League,1,0.0001,0.01
competition:league|formation:5-3-2|mode:hardcore,10000,51,Нічия влаштовує,A Draw Will Do,League,44,0.0044,0.44
competition:league|formation:5-3-2|mode:hardcore,10000,52,"Маємо те, що маємо",It Is What It Is,League,290,0.029,2.9000000000000004
competition:league|formation:5-3-2|mode:hardcore,10000,53,На тоненького,By a Thread,League,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,54,Бавовна,Bavovna,League,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,55,Захист для слабаків,Defense Optional,League,6,0.0006,0.06
competition:league|formation:5-3-2|mode:hardcore,10000,56,Лото «Забава»,The Lottery,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,57,На 120-й,In the 120th,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,58,"Пливли-пливли, а на березі...",Ch-ch-ch-choke Me!,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,59,"I Am from Bosnia, Take Me to America","I Am from Bosnia, Take Me to America",Both,23,0.0023,0.22999999999999998
competition:league|formation:5-3-2|mode:hardcore,10000,60,На мінімалках,Bare Minimum,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,61,Динамівські серця,Hearts of “Dynamo”,Both,3,0.0003,0.03
competition:league|formation:5-3-2|mode:hardcore,10000,62,Фінал 2006,Final 2006,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,63,Легенда «Барселони»,Barcelona’s Legend,Both,34,0.0034,0.33999999999999997
competition:league|formation:5-3-2|mode:hardcore,10000,64,Промислова революція,Industrial Revolution,Both,312,0.0312,3.1199999999999997
competition:league|formation:5-3-2|mode:hardcore,10000,65,Два крила,Two Wings,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,66,Крізь роки,Through the Years,Both,1,0.0001,0.01
competition:league|formation:5-3-2|mode:hardcore,10000,67,Кобзарі,The Kobzars,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,68,Акт Злуки,Act of Unity,Both,1162,0.1162,11.62
competition:league|formation:5-3-2|mode:hardcore,10000,69,Кордони 1991,Borders of 1991,Both,11,0.0011,0.11
competition:league|formation:5-3-2|mode:hardcore,10000,70,Львівське метро,Lviv Metro,Both,83,0.0083,0.83
competition:league|formation:5-3-2|mode:hardcore,10000,71,Котлета по-київськи,Chicken Kyiv,Both,31,0.0031,0.31
competition:league|formation:5-3-2|mode:hardcore,10000,72,Кубок світу,World Cup,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,73,Кубок Африки,Africa Cup,Both,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,74,День бабака,Groundhog Day,Cup,0,0,0
competition:league|formation:5-3-2|mode:hardcore,10000,75,Стара школа,Old School,Both,0,0,0
